Bandai Namco Entertainment
FromSoftware
Supergiant Games
Nintendo
Nintendo EPD Production Group No. 3
tobyfox
8-4
Team Cherry
Mojang Studios
OMOCAT
PLAYISM
MercurySteam
InnerSloth
PlatinumGames
Square Enix
Atlus USA
Atlus
BlueTwelve Studio
Annapurna Interactive
Sony Interactive Entertainment
SIE Santa Monica Studio
Valve
Electronic Arts
Sony Computer Entertainment
Extremely OK Games
Maddy Makes Games
Ryū Ga Gotoku Studios
Sega
Take-Two Interactive
Rockstar Games
Game Freak
Tango Gameworks
Bethesda Softworks
Konami
Rockstar North
CD Projekt RED
Monolith Soft
HAL Laboratory
ZA/UM
Insomniac Games
Toylogic
Nintendo EAD
Sora
Studio MDHR
Activision
Square
Eidos Interactive
NIS America
miHoYo
HoYoverse
rose-engine
Humble Games
Capcom
Obsidian Entertainment
Mobius Digital
Capcom Development Division 1
id Software
Nex Entertainment
ConcernedApe
Chucklefish Games
Naughty Dog
Team Silent
WB Games
Bethesda Game Studios
Ben Esposito
Blizzard Entertainment
Capcom Production Studio 4
Sonic Team
Devolver Digital
Daniel Mullins Games
Andrew Shouldice
Finji
Konami Computer Entertainment Japan
Kojima Productions
QLOC
Creatures Inc.
Konami Computer Entertainment Tokyo
Nintendo R&D1
Nintendo R&D4
Respawn Entertainment
Re-Logic
Headup Games
Sierra Entertainment
Intelligent Systems Co., Ltd.
Vanillaware
Nintendo of America
Nintendo EPD
Intelligent Systems
Dennaton Games
Tour De Pizza
Xbox Game Studios
Double Fine Productions
Retro Studios
343 Industries
Rocksteady Studios
Player First Games
Eidos Montréal
Spike ChunSoft
Massive Monster
PagodaWest Games
Guerrilla Games
Turtle Rock Studios
GOA Games Services Ltd.
Riot Games
505 Games
Remedy Entertainment
Team Salvato
DC Entertainment
Nintendo Australia
Google
Askiisoft
DON'T NOD
Arkane Studios
Sony Computer Entertainment, Inc. (SCEI)
Team Ico
DotEmu
Tribute Games
Sloclap
Kepler Interactive
ThatGameCompany
Disney Interactive Studios
Psyonix
Warner Bros. Interactive Entertainment
Bandai Namco Studios
Arc System Works
Nintendo EAD Group No. 2
Portkey Games
Avalanche Software
K2
Witch Beam
Motive Studios
Crystal Dynamics
Rare
Giant Sparrow
Capcom Development Division 2
Ubisoft Montreal
Ubisoft Entertainment
EA Redwood Shores
